Local time,Ask,Bid
17.02.2021 18:36:17.368 GMT+0200,76.052,76.038
17.02.2021 18:36:19.122 GMT+0200,76.063,76.037
17.02.2021 18:36:19.222 GMT+0200,76.053,76.037
17.02.2021 18:36:19.323 GMT+0200,76.062,76.048
17.02.2021 18:36:21.272 GMT+0200,76.073,76.047
17.02.2021 18:36:21.323 GMT+0200,76.062,76.048
17.02.2021 18:36:25.908 GMT+0200,76.072,76.048
17.02.2021 18:36:26.368 GMT+0200,76.063,76.047
17.02.2021 18:36:26.468 GMT+0200,76.072,76.048
17.02.2021 18:36:26.752 GMT+0200,76.063,76.047
17.02.2021 18:36:26.802 GMT+0200,76.073,76.047
17.02.2021 18:36:27.560 GMT+0200,76.073,76.057
17.02.2021 18:36:27.761 GMT+0200,76.083,76.057
17.02.2021 18:36:27.861 GMT+0200,76.083,76.067
17.02.2021 18:36:29.010 GMT+0200,76.093,76.077
17.02.2021 18:36:29.061 GMT+0200,76.092,76.068
17.02.2021 18:36:29.111 GMT+0200,76.092,76.078
17.02.2021 18:36:29.262 GMT+0200,76.092,76.068
17.02.2021 18:36:29.312 GMT+0200,76.092,76.078
17.02.2021 18:36:29.463 GMT+0200,76.082,76.068
17.02.2021 18:36:29.631 GMT+0200,76.093,76.077
17.02.2021 18:36:30.388 GMT+0200,76.082,76.068
17.02.2021 18:36:30.539 GMT+0200,76.093,76.067
17.02.2021 18:36:30.639 GMT+0200,76.082,76.068
17.02.2021 18:36:32.897 GMT+0200,76.093,76.067
17.02.2021 18:36:32.947 GMT+0200,76.082,76.068
17.02.2021 18:36:33.148 GMT+0200,76.093,76.067
17.02.2021 18:36:33.198 GMT+0200,76.082,76.068
17.02.2021 18:36:33.349 GMT+0200,76.092,76.068
17.02.2021 18:36:33.431 GMT+0200,76.083,76.067
17.02.2021 18:36:33.581 GMT+0200,76.093,76.067
17.02.2021 18:36:34.364 GMT+0200,76.083,76.067
17.02.2021 18:36:34.803 GMT+0200,76.072,76.058
17.02.2021 18:36:36.578 GMT+0200,76.062,76.048
17.02.2021 18:36:36.750 GMT+0200,76.073,76.047
17.02.2021 18:36:36.833 GMT+0200,76.063,76.047
17.02.2021 18:36:37.040 GMT+0200,76.072,76.048
17.02.2021 18:36:37.179 GMT+0200,76.073,76.057
17.02.2021 18:36:38.005 GMT+0200,76.082,76.058
17.02.2021 18:36:38.740 GMT+0200,76.073,76.057
17.02.2021 18:36:38.954 GMT+0200,76.083,76.057
17.02.2021 18:36:39.468 GMT+0200,76.072,76.058
17.02.2021 18:36:39.619 GMT+0200,76.083,76.057
17.02.2021 18:36:39.669 GMT+0200,76.072,76.058
17.02.2021 18:36:40.135 GMT+0200,76.082,76.058
17.02.2021 18:36:40.185 GMT+0200,76.072,76.058
17.02.2021 18:36:40.251 GMT+0200,76.083,76.057
17.02.2021 18:36:40.311 GMT+0200,76.073,76.057
17.02.2021 18:36:40.551 GMT+0200,76.083,76.057
17.02.2021 18:36:40.651 GMT+0200,76.072,76.058
17.02.2021 18:36:42.218 GMT+0200,76.073,76.067
17.02.2021 18:36:42.268 GMT+0200,76.082,76.068
17.02.2021 18:36:42.630 GMT+0200,76.073,76.057
17.02.2021 18:36:43.006 GMT+0200,76.083,76.067
17.02.2021 18:36:43.157 GMT+0200,76.072,76.058
17.02.2021 18:36:43.320 GMT+0200,76.083,76.057
17.02.2021 18:36:43.420 GMT+0200,76.082,76.068
17.02.2021 18:36:43.863 GMT+0200,76.083,76.057
17.02.2021 18:36:44.284 GMT+0200,76.083,76.067
17.02.2021 18:36:44.494 GMT+0200,76.073,76.057
17.02.2021 18:36:44.652 GMT+0200,76.083,76.067
17.02.2021 18:36:44.753 GMT+0200,76.073,76.057
17.02.2021 18:36:45.371 GMT+0200,76.082,76.068
17.02.2021 18:36:45.472 GMT+0200,76.073,76.057
17.02.2021 18:36:45.775 GMT+0200,76.083,76.067
17.02.2021 18:36:45.875 GMT+0200,76.083,76.057
17.02.2021 18:36:46.212 GMT+0200,76.083,76.067
17.02.2021 18:36:46.313 GMT+0200,76.072,76.058
17.02.2021 18:36:46.471 GMT+0200,76.082,76.058
17.02.2021 18:36:46.521 GMT+0200,76.082,76.068
17.02.2021 18:36:48.578 GMT+0200,76.083,76.057
17.02.2021 18:36:48.970 GMT+0200,76.073,76.057
17.02.2021 18:36:49.722 GMT+0200,76.082,76.058
17.02.2021 18:36:49.960 GMT+0200,76.082,76.068
17.02.2021 18:36:50.061 GMT+0200,76.082,76.058
17.02.2021 18:36:50.557 GMT+0200,76.082,76.068
17.02.2021 18:36:50.827 GMT+0200,76.082,76.058
17.02.2021 18:36:50.982 GMT+0200,76.082,76.068
17.02.2021 18:36:51.268 GMT+0200,76.083,76.057
17.02.2021 18:36:51.318 GMT+0200,76.073,76.057
17.02.2021 18:36:52.382 GMT+0200,76.082,76.058
17.02.2021 18:36:53.034 GMT+0200,76.072,76.058
17.02.2021 18:36:53.864 GMT+0200,76.082,76.058
17.02.2021 18:36:54.188 GMT+0200,76.072,76.058
17.02.2021 18:36:58.717 GMT+0200,76.083,76.057
17.02.2021 18:36:59.524 GMT+0200,76.072,76.058
17.02.2021 18:36:59.725 GMT+0200,76.082,76.058
17.02.2021 18:36:59.775 GMT+0200,76.072,76.058
17.02.2021 18:37:00.512 GMT+0200,76.072,76.048
17.02.2021 18:37:01.426 GMT+0200,76.073,76.057
17.02.2021 18:37:01.642 GMT+0200,76.082,76.058
17.02.2021 18:37:01.692 GMT+0200,76.073,76.057
17.02.2021 18:37:03.613 GMT+0200,76.072,76.048
17.02.2021 18:37:03.992 GMT+0200,76.073,76.057
17.02.2021 18:37:06.607 GMT+0200,76.082,76.058
17.02.2021 18:37:06.657 GMT+0200,76.073,76.057
17.02.2021 18:37:06.808 GMT+0200,76.083,76.057
17.02.2021 18:37:06.858 GMT+0200,76.072,76.058
17.02.2021 18:37:07.226 GMT+0200,76.082,76.058
17.02.2021 18:37:07.327 GMT+0200,76.083,76.067
17.02.2021 18:37:07.528 GMT+0200,76.083,76.057
17.02.2021 18:37:07.721 GMT+0200,76.083,76.067
17.02.2021 18:37:07.872 GMT+0200,76.082,76.058
17.02.2021 18:37:08.007 GMT+0200,76.082,76.068
17.02.2021 18:37:08.268 GMT+0200,76.072,76.058
17.02.2021 18:37:09.594 GMT+0200,76.073,76.047
17.02.2021 18:37:10.029 GMT+0200,76.072,76.058
17.02.2021 18:37:15.278 GMT+0200,76.083,76.057
17.02.2021 18:37:15.505 GMT+0200,76.082,76.068
17.02.2021 18:37:16.152 GMT+0200,76.082,76.058
17.02.2021 18:37:16.338 GMT+0200,76.083,76.067
17.02.2021 18:37:16.644 GMT+0200,76.082,76.058
17.02.2021 18:37:16.894 GMT+0200,76.083,76.067
17.02.2021 18:37:19.973 GMT+0200,76.082,76.058
17.02.2021 18:37:20.794 GMT+0200,76.083,76.067
17.02.2021 18:37:21.537 GMT+0200,76.082,76.058
17.02.2021 18:37:21.818 GMT+0200,76.072,76.058
17.02.2021 18:37:25.593 GMT+0200,76.073,76.047
17.02.2021 18:37:26.648 GMT+0200,76.063,76.047
17.02.2021 18:37:28.093 GMT+0200,76.072,76.048
17.02.2021 18:37:28.641 GMT+0200,76.062,76.048
17.02.2021 18:37:29.919 GMT+0200,76.073,76.047
17.02.2021 18:37:29.995 GMT+0200,76.062,76.048
17.02.2021 18:37:30.402 GMT+0200,76.073,76.047
17.02.2021 18:37:30.452 GMT+0200,76.062,76.048
17.02.2021 18:37:30.603 GMT+0200,76.072,76.048
17.02.2021 18:37:30.791 GMT+0200,76.062,76.048
17.02.2021 18:37:30.942 GMT+0200,76.072,76.048
17.02.2021 18:37:32.096 GMT+0200,76.073,76.057
17.02.2021 18:37:43.277 GMT+0200,76.072,76.048
17.02.2021 18:37:43.762 GMT+0200,76.072,76.058
17.02.2021 18:37:49.094 GMT+0200,76.073,76.047
17.02.2021 18:37:49.386 GMT+0200,76.073,76.057
17.02.2021 18:37:49.547 GMT+0200,76.072,76.048
17.02.2021 18:37:49.666 GMT+0200,76.072,76.058
17.02.2021 18:37:49.917 GMT+0200,76.073,76.047
17.02.2021 18:37:49.967 GMT+0200,76.073,76.057
17.02.2021 18:37:50.367 GMT+0200,76.073,76.047
17.02.2021 18:37:50.524 GMT+0200,76.072,76.058
17.02.2021 18:37:50.674 GMT+0200,76.073,76.047
17.02.2021 18:37:50.799 GMT+0200,76.073,76.057
17.02.2021 18:37:51.000 GMT+0200,76.073,76.047
17.02.2021 18:37:51.055 GMT+0200,76.073,76.057
17.02.2021 18:37:51.156 GMT+0200,76.073,76.047
17.02.2021 18:37:51.410 GMT+0200,76.073,76.057
17.02.2021 18:37:52.390 GMT+0200,76.073,76.047
17.02.2021 18:37:53.372 GMT+0200,76.072,76.058
17.02.2021 18:37:58.508 GMT+0200,76.083,76.067
17.02.2021 18:37:59.805 GMT+0200,76.092,76.078
17.02.2021 18:38:02.870 GMT+0200,76.102,76.078
17.02.2021 18:38:02.921 GMT+0200,76.093,76.077
17.02.2021 18:38:03.427 GMT+0200,76.102,76.088
17.02.2021 18:38:06.253 GMT+0200,76.102,76.078
17.02.2021 18:38:06.353 GMT+0200,76.103,76.087
17.02.2021 18:38:06.470 GMT+0200,76.102,76.078
17.02.2021 18:38:06.747 GMT+0200,76.102,76.088
17.02.2021 18:38:07.004 GMT+0200,76.103,76.077
17.02.2021 18:38:07.105 GMT+0200,76.103,76.087
17.02.2021 18:38:07.206 GMT+0200,76.102,76.078
17.02.2021 18:38:07.256 GMT+0200,76.102,76.088
17.02.2021 18:38:07.457 GMT+0200,76.103,76.077
17.02.2021 18:38:07.526 GMT+0200,76.092,76.078
17.02.2021 18:38:09.101 GMT+0200,76.082,76.068
17.02.2021 18:38:11.470 GMT+0200,76.072,76.058
17.02.2021 18:38:11.674 GMT+0200,76.083,76.067
17.02.2021 18:38:12.092 GMT+0200,76.082,76.058
17.02.2021 18:38:12.257 GMT+0200,76.083,76.067
17.02.2021 18:38:12.420 GMT+0200,76.083,76.057
17.02.2021 18:38:12.513 GMT+0200,76.083,76.067
17.02.2021 18:38:15.080 GMT+0200,76.083,76.057
17.02.2021 18:38:15.342 GMT+0200,76.082,76.068
17.02.2021 18:38:20.554 GMT+0200,76.072,76.058
17.02.2021 18:38:23.603 GMT+0200,76.082,76.058
17.02.2021 18:38:23.959 GMT+0200,76.083,76.067
17.02.2021 18:38:24.583 GMT+0200,76.083,76.057
17.02.2021 18:38:24.684 GMT+0200,76.083,76.067
17.02.2021 18:38:25.517 GMT+0200,76.083,76.057
17.02.2021 18:38:25.918 GMT+0200,76.082,76.068
17.02.2021 18:38:26.398 GMT+0200,76.083,76.057
17.02.2021 18:38:26.828 GMT+0200,76.073,76.057
17.02.2021 18:38:27.964 GMT+0200,76.063,76.047
17.02.2021 18:38:28.302 GMT+0200,76.072,76.058
17.02.2021 18:38:28.965 GMT+0200,76.082,76.068
17.02.2021 18:38:31.193 GMT+0200,76.093,76.077
17.02.2021 18:38:31.368 GMT+0200,76.082,76.078
17.02.2021 18:38:31.418 GMT+0200,76.082,76.068
17.02.2021 18:38:31.766 GMT+0200,76.093,76.077
17.02.2021 18:38:31.945 GMT+0200,76.092,76.068
17.02.2021 18:38:31.995 GMT+0200,76.083,76.067
17.02.2021 18:38:36.445 GMT+0200,76.072,76.058
17.02.2021 18:38:36.614 GMT+0200,76.082,76.058
17.02.2021 18:38:36.830 GMT+0200,76.083,76.067
17.02.2021 18:38:37.273 GMT+0200,76.072,76.058
17.02.2021 18:38:37.386 GMT+0200,76.082,76.068
17.02.2021 18:38:40.172 GMT+0200,76.073,76.057
17.02.2021 18:38:40.746 GMT+0200,76.063,76.047
17.02.2021 18:38:40.988 GMT+0200,76.073,76.057
17.02.2021 18:38:41.289 GMT+0200,76.062,76.048
17.02.2021 18:38:41.490 GMT+0200,76.072,76.048
17.02.2021 18:38:41.541 GMT+0200,76.062,76.048
17.02.2021 18:38:41.691 GMT+0200,76.072,76.058
17.02.2021 18:38:41.792 GMT+0200,76.073,76.047
17.02.2021 18:38:41.842 GMT+0200,76.062,76.048
17.02.2021 18:38:41.993 GMT+0200,76.072,76.058
17.02.2021 18:38:42.108 GMT+0200,76.063,76.047
17.02.2021 18:38:42.259 GMT+0200,76.073,76.047
17.02.2021 18:38:42.309 GMT+0200,76.073,76.057
17.02.2021 18:38:47.233 GMT+0200,76.073,76.067
17.02.2021 18:38:47.283 GMT+0200,76.082,76.068
17.02.2021 18:38:49.516 GMT+0200,76.092,76.068
17.02.2021 18:38:49.567 GMT+0200,76.092,76.078
17.02.2021 18:38:49.717 GMT+0200,76.092,76.068
17.02.2021 18:38:51.004 GMT+0200,76.082,76.068
17.02.2021 18:38:54.734 GMT+0200,76.083,76.057
17.02.2021 18:38:54.839 GMT+0200,76.073,76.057
17.02.2021 18:38:59.993 GMT+0200,76.072,76.048
17.02.2021 18:39:00.094 GMT+0200,76.073,76.057
17.02.2021 18:39:00.257 GMT+0200,76.063,76.057
17.02.2021 18:39:00.308 GMT+0200,76.063,76.047
17.02.2021 18:39:00.754 GMT+0200,76.072,76.048
17.02.2021 18:39:00.804 GMT+0200,76.062,76.048
17.02.2021 18:39:00.927 GMT+0200,76.073,76.047
17.02.2021 18:39:01.078 GMT+0200,76.072,76.058
17.02.2021 18:39:01.299 GMT+0200,76.062,76.048
17.02.2021 18:39:01.616 GMT+0200,76.072,76.058
17.02.2021 18:39:05.977 GMT+0200,76.072,76.048
17.02.2021 18:39:06.078 GMT+0200,76.072,76.058
17.02.2021 18:39:07.012 GMT+0200,76.073,76.047
17.02.2021 18:39:07.483 GMT+0200,76.072,76.058
17.02.2021 18:39:07.960 GMT+0200,76.073,76.047
17.02.2021 18:39:08.010 GMT+0200,76.072,76.058
17.02.2021 18:39:08.396 GMT+0200,76.063,76.047
17.02.2021 18:39:11.184 GMT+0200,76.053,76.047
17.02.2021 18:39:11.235 GMT+0200,76.052,76.038
17.02.2021 18:39:11.399 GMT+0200,76.062,76.048
17.02.2021 18:39:13.385 GMT+0200,76.072,76.048
17.02.2021 18:39:13.435 GMT+0200,76.072,76.058
17.02.2021 18:39:15.385 GMT+0200,76.083,76.057
17.02.2021 18:39:15.436 GMT+0200,76.083,76.067
17.02.2021 18:39:15.807 GMT+0200,76.082,76.058
17.02.2021 18:39:15.857 GMT+0200,76.083,76.067
17.02.2021 18:39:16.305 GMT+0200,76.083,76.057
17.02.2021 18:39:16.628 GMT+0200,76.072,76.058
17.02.2021 18:39:19.081 GMT+0200,76.062,76.048
17.02.2021 18:39:20.291 GMT+0200,76.072,76.058
17.02.2021 18:39:20.700 GMT+0200,76.072,76.048
17.02.2021 18:39:20.750 GMT+0200,76.062,76.048
17.02.2021 18:39:23.847 GMT+0200,76.053,76.037
17.02.2021 18:39:23.997 GMT+0200,76.062,76.048
17.02.2021 18:39:24.214 GMT+0200,76.053,76.047
17.02.2021 18:39:24.264 GMT+0200,76.053,76.037
17.02.2021 18:39:24.743 GMT+0200,76.063,76.037
17.02.2021 18:39:24.810 GMT+0200,76.052,76.038
17.02.2021 18:39:24.911 GMT+0200,76.062,76.038
17.02.2021 18:39:25.062 GMT+0200,76.062,76.048
17.02.2021 18:39:31.634 GMT+0200,76.073,76.047
17.02.2021 18:39:31.986 GMT+0200,76.072,76.058
17.02.2021 18:39:35.341 GMT+0200,76.063,76.047
17.02.2021 18:39:35.441 GMT+0200,76.072,76.048
17.02.2021 18:39:35.491 GMT+0200,76.073,76.057
17.02.2021 18:39:35.727 GMT+0200,76.063,76.057
17.02.2021 18:39:35.777 GMT+0200,76.063,76.047
17.02.2021 18:39:35.877 GMT+0200,76.073,76.047
17.02.2021 18:39:36.028 GMT+0200,76.063,76.047
17.02.2021 18:39:36.197 GMT+0200,76.072,76.048
17.02.2021 18:39:36.247 GMT+0200,76.063,76.047
17.02.2021 18:39:36.347 GMT+0200,76.073,76.047
17.02.2021 18:39:36.496 GMT+0200,76.062,76.048
17.02.2021 18:39:37.143 GMT+0200,76.072,76.048
17.02.2021 18:39:37.193 GMT+0200,76.062,76.048
17.02.2021 18:39:37.592 GMT+0200,76.073,76.047
17.02.2021 18:39:38.019 GMT+0200,76.073,76.057
17.02.2021 18:39:38.324 GMT+0200,76.062,76.048
17.02.2021 18:39:39.806 GMT+0200,76.073,76.047
17.02.2021 18:39:39.856 GMT+0200,76.073,76.057
17.02.2021 18:39:39.999 GMT+0200,76.063,76.047
17.02.2021 18:39:41.665 GMT+0200,76.073,76.047
17.02.2021 18:39:41.716 GMT+0200,76.073,76.057
17.02.2021 18:39:41.907 GMT+0200,76.072,76.048
17.02.2021 18:39:41.958 GMT+0200,76.062,76.048
17.02.2021 18:39:42.108 GMT+0200,76.073,76.057
17.02.2021 18:39:42.209 GMT+0200,76.063,76.047
17.02.2021 18:39:42.360 GMT+0200,76.072,76.058
17.02.2021 18:39:42.461 GMT+0200,76.072,76.048
17.02.2021 18:39:43.600 GMT+0200,76.062,76.048
17.02.2021 18:39:50.329 GMT+0200,76.063,76.057
17.02.2021 18:39:50.380 GMT+0200,76.072,76.058
17.02.2021 18:39:50.870 GMT+0200,76.073,76.047
17.02.2021 18:39:50.920 GMT+0200,76.062,76.048
17.02.2021 18:39:51.234 GMT+0200,76.073,76.047
17.02.2021 18:39:51.284 GMT+0200,76.062,76.048
17.02.2021 18:39:51.665 GMT+0200,76.073,76.047
17.02.2021 18:39:52.058 GMT+0200,76.062,76.048
17.02.2021 18:39:54.349 GMT+0200,76.072,76.048
17.02.2021 18:39:54.399 GMT+0200,76.062,76.048
17.02.2021 18:39:55.230 GMT+0200,76.072,76.048
17.02.2021 18:39:55.280 GMT+0200,76.063,76.047
17.02.2021 18:39:55.533 GMT+0200,76.072,76.048
17.02.2021 18:39:55.583 GMT+0200,76.063,76.047
17.02.2021 18:39:56.095 GMT+0200,76.072,76.048
17.02.2021 18:39:56.273 GMT+0200,76.062,76.048
17.02.2021 18:39:56.929 GMT+0200,76.062,76.038
17.02.2021 18:39:57.950 GMT+0200,76.053,76.037
17.02.2021 18:39:58.370 GMT+0200,76.042,76.028
17.02.2021 18:39:58.989 GMT+0200,76.052,76.038
17.02.2021 18:39:59.140 GMT+0200,76.053,76.027
17.02.2021 18:40:00.108 GMT+0200,76.042,76.028
17.02.2021 18:40:00.259 GMT+0200,76.052,76.038
17.02.2021 18:40:00.549 GMT+0200,76.062,76.048
17.02.2021 18:40:00.667 GMT+0200,76.073,76.047
17.02.2021 18:40:00.768 GMT+0200,76.072,76.058
17.02.2021 18:40:01.335 GMT+0200,76.063,76.047
17.02.2021 18:40:02.440 GMT+0200,76.053,76.037
17.02.2021 18:40:02.541 GMT+0200,76.062,76.038
17.02.2021 18:40:02.641 GMT+0200,76.053,76.037
17.02.2021 18:40:03.118 GMT+0200,76.063,76.037
17.02.2021 18:40:03.461 GMT+0200,76.063,76.047
17.02.2021 18:40:04.193 GMT+0200,76.052,76.038
17.02.2021 18:40:07.631 GMT+0200,76.053,76.027
17.02.2021 18:40:07.821 GMT+0200,76.053,76.037
17.02.2021 18:40:08.320 GMT+0200,76.052,76.028
17.02.2021 18:40:08.430 GMT+0200,76.052,76.038
17.02.2021 18:40:08.531 GMT+0200,76.042,76.028
17.02.2021 18:40:09.233 GMT+0200,76.033,76.017
17.02.2021 18:40:09.333 GMT+0200,76.042,76.018
17.02.2021 18:40:09.537 GMT+0200,76.033,76.017
17.02.2021 18:40:11.626 GMT+0200,76.032,76.008
17.02.2021 18:40:11.726 GMT+0200,76.023,76.007
17.02.2021 18:40:13.695 GMT+0200,76.022,75.998
17.02.2021 18:40:13.746 GMT+0200,76.022,76.008
17.02.2021 18:40:14.033 GMT+0200,76.022,75.998
17.02.2021 18:40:14.111 GMT+0200,76.022,76.008
17.02.2021 18:40:15.388 GMT+0200,76.032,76.008
17.02.2021 18:40:15.439 GMT+0200,76.033,76.017
17.02.2021 18:40:16.510 GMT+0200,76.042,76.028
17.02.2021 18:40:16.773 GMT+0200,76.032,76.018
17.02.2021 18:40:17.162 GMT+0200,76.042,76.028
17.02.2021 18:40:18.260 GMT+0200,76.052,76.028
17.02.2021 18:40:18.310 GMT+0200,76.052,76.038
17.02.2021 18:40:18.808 GMT+0200,76.063,76.047
17.02.2021 18:40:19.963 GMT+0200,76.073,76.047
17.02.2021 18:40:20.114 GMT+0200,76.063,76.047
17.02.2021 18:40:20.304 GMT+0200,76.073,76.047
17.02.2021 18:40:20.536 GMT+0200,76.062,76.048
17.02.2021 18:40:20.637 GMT+0200,76.072,76.048
17.02.2021 18:40:20.787 GMT+0200,76.063,76.047
17.02.2021 18:40:20.988 GMT+0200,76.073,76.047
17.02.2021 18:40:21.038 GMT+0200,76.063,76.047
17.02.2021 18:40:21.139 GMT+0200,76.072,76.048
17.02.2021 18:40:21.240 GMT+0200,76.072,76.058
17.02.2021 18:40:22.345 GMT+0200,76.062,76.048
17.02.2021 18:40:22.825 GMT+0200,76.072,76.058
17.02.2021 18:40:25.800 GMT+0200,76.082,76.058
17.02.2021 18:40:25.866 GMT+0200,76.082,76.068
17.02.2021 18:40:28.312 GMT+0200,76.092,76.068
17.02.2021 18:40:28.463 GMT+0200,76.092,76.078
17.02.2021 18:40:28.714 GMT+0200,76.103,76.087
17.02.2021 18:40:30.712 GMT+0200,76.112,76.098
17.02.2021 18:40:30.862 GMT+0200,76.123,76.107
17.02.2021 18:40:31.220 GMT+0200,76.133,76.117
17.02.2021 18:40:31.648 GMT+0200,76.132,76.108
17.02.2021 18:40:31.835 GMT+0200,76.132,76.118
17.02.2021 18:40:32.091 GMT+0200,76.133,76.107
17.02.2021 18:40:32.141 GMT+0200,76.123,76.107
17.02.2021 18:40:32.342 GMT+0200,76.133,76.107
17.02.2021 18:40:32.857 GMT+0200,76.133,76.117
17.02.2021 18:40:33.417 GMT+0200,76.132,76.108
17.02.2021 18:40:33.467 GMT+0200,76.122,76.108
17.02.2021 18:40:35.225 GMT+0200,76.123,76.097
17.02.2021 18:40:35.335 GMT+0200,76.123,76.107
17.02.2021 18:40:36.560 GMT+0200,76.122,76.098
17.02.2021 18:40:36.630 GMT+0200,76.123,76.107
17.02.2021 18:40:36.781 GMT+0200,76.122,76.098
17.02.2021 18:40:36.962 GMT+0200,76.123,76.107
17.02.2021 18:40:37.113 GMT+0200,76.113,76.097
17.02.2021 18:40:40.646 GMT+0200,76.112,76.088
17.02.2021 18:40:40.696 GMT+0200,76.112,76.098
17.02.2021 18:40:41.106 GMT+0200,76.113,76.087
17.02.2021 18:40:41.157 GMT+0200,76.103,76.087
17.02.2021 18:40:42.226 GMT+0200,76.112,76.098
17.02.2021 18:40:43.343 GMT+0200,76.123,76.097
17.02.2021 18:40:43.444 GMT+0200,76.112,76.098
17.02.2021 18:40:43.645 GMT+0200,76.122,76.098
17.02.2021 18:40:44.320 GMT+0200,76.123,76.107
17.02.2021 18:40:44.521 GMT+0200,76.133,76.117
17.02.2021 18:40:44.886 GMT+0200,76.123,76.107
17.02.2021 18:40:46.222 GMT+0200,76.123,76.097
17.02.2021 18:40:46.273 GMT+0200,76.112,76.098
17.02.2021 18:40:47.455 GMT+0200,76.123,76.097
17.02.2021 18:40:47.505 GMT+0200,76.123,76.107
17.02.2021 18:40:47.933 GMT+0200,76.122,76.098
17.02.2021 18:40:47.983 GMT+0200,76.123,76.107
17.02.2021 18:40:48.336 GMT+0200,76.123,76.097
17.02.2021 18:40:48.436 GMT+0200,76.112,76.098
17.02.2021 18:40:49.063 GMT+0200,76.122,76.108
17.02.2021 18:40:49.625 GMT+0200,76.123,76.097
17.02.2021 18:40:49.891 GMT+0200,76.122,76.108
17.02.2021 18:40:50.645 GMT+0200,76.123,76.097
17.02.2021 18:40:50.695 GMT+0200,76.123,76.107
17.02.2021 18:40:50.913 GMT+0200,76.112,76.098
17.02.2021 18:40:51.325 GMT+0200,76.102,76.088
17.02.2021 18:40:52.749 GMT+0200,76.113,76.087
17.02.2021 18:40:53.123 GMT+0200,76.103,76.087
17.02.2021 18:40:56.773 GMT+0200,76.113,76.097
17.02.2021 18:40:56.824 GMT+0200,76.122,76.098
17.02.2021 18:40:56.925 GMT+0200,76.122,76.108
17.02.2021 18:40:57.468 GMT+0200,76.122,76.118
17.02.2021 18:40:57.518 GMT+0200,76.133,76.117
17.02.2021 18:40:57.923 GMT+0200,76.122,76.108
17.02.2021 18:40:58.024 GMT+0200,76.133,76.107
17.02.2021 18:40:58.205 GMT+0200,76.132,76.118
17.02.2021 18:40:58.568 GMT+0200,76.143,76.127
17.02.2021 18:40:59.120 GMT+0200,76.143,76.117
17.02.2021 18:40:59.220 GMT+0200,76.133,76.117
17.02.2021 18:40:59.948 GMT+0200,76.132,76.108
17.02.2021 18:41:00.049 GMT+0200,76.133,76.117
17.02.2021 18:41:00.200 GMT+0200,76.123,76.107
17.02.2021 18:41:00.363 GMT+0200,76.133,76.117
17.02.2021 18:41:00.569 GMT+0200,76.133,76.107
17.02.2021 18:41:00.619 GMT+0200,76.133,76.117
17.02.2021 18:41:00.669 GMT+0200,76.132,76.108
17.02.2021 18:41:00.881 GMT+0200,76.132,76.118
17.02.2021 18:41:01.784 GMT+0200,76.123,76.107
17.02.2021 18:41:01.934 GMT+0200,76.132,76.118
17.02.2021 18:41:02.175 GMT+0200,76.123,76.107
17.02.2021 18:41:04.713 GMT+0200,76.122,76.098
17.02.2021 18:41:05.032 GMT+0200,76.123,76.107
17.02.2021 18:41:06.505 GMT+0200,76.113,76.097
17.02.2021 18:41:06.853 GMT+0200,76.123,76.097
17.02.2021 18:41:06.953 GMT+0200,76.112,76.098
17.02.2021 18:41:07.004 GMT+0200,76.122,76.098
17.02.2021 18:41:07.054 GMT+0200,76.112,76.098
17.02.2021 18:41:07.593 GMT+0200,76.123,76.097
17.02.2021 18:41:07.643 GMT+0200,76.122,76.108
17.02.2021 18:41:08.541 GMT+0200,76.113,76.097
17.02.2021 18:41:08.688 GMT+0200,76.122,76.108
17.02.2021 18:41:08.900 GMT+0200,76.122,76.098
17.02.2021 18:41:08.950 GMT+0200,76.123,76.107
17.02.2021 18:41:09.162 GMT+0200,76.113,76.097
17.02.2021 18:41:09.390 GMT+0200,76.123,76.107
17.02.2021 18:41:09.742 GMT+0200,76.123,76.097
17.02.2021 18:41:09.792 GMT+0200,76.113,76.097
17.02.2021 18:41:11.991 GMT+0200,76.102,76.088
17.02.2021 18:41:12.141 GMT+0200,76.113,76.087
17.02.2021 18:41:12.264 GMT+0200,76.113,76.097
17.02.2021 18:41:13.159 GMT+0200,76.113,76.087
17.02.2021 18:41:13.359 GMT+0200,76.112,76.098
17.02.2021 18:41:13.436 GMT+0200,76.113,76.087
17.02.2021 18:41:13.548 GMT+0200,76.113,76.097
17.02.2021 18:41:13.699 GMT+0200,76.102,76.088
17.02.2021 18:41:15.810 GMT+0200,76.113,76.087
17.02.2021 18:41:15.860 GMT+0200,76.112,76.098
17.02.2021 18:41:16.061 GMT+0200,76.102,76.088
17.02.2021 18:41:16.284 GMT+0200,76.112,76.088
17.02.2021 18:41:16.505 GMT+0200,76.103,76.087
17.02.2021 18:41:18.396 GMT+0200,76.112,76.098
17.02.2021 18:41:22.154 GMT+0200,76.113,76.087
17.02.2021 18:41:22.204 GMT+0200,76.113,76.097
17.02.2021 18:41:23.518 GMT+0200,76.112,76.088
17.02.2021 18:41:23.625 GMT+0200,76.113,76.097
17.02.2021 18:41:23.909 GMT+0200,76.113,76.087
17.02.2021 18:41:24.062 GMT+0200,76.103,76.087
17.02.2021 18:41:26.711 GMT+0200,76.112,76.098
17.02.2021 18:41:26.761 GMT+0200,76.112,76.088
17.02.2021 18:41:26.812 GMT+0200,76.103,76.087
17.02.2021 18:41:27.483 GMT+0200,76.113,76.087
